slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT002672,NAR000209_EN,employment_labour,date_of_employer_action,"Date/time of termination, harassment, or violation",provided,2024-03-18,2024-03-18,NONE,EVT000209_001;EVT000209_002,True,2,normal,Supports limitation and timeline.,False,NONE,SLOT_ANN_001,REV458
SLOT002673,NAR000209_EN,employment_labour,internal_complaint_status,Whether HR or management was approached,provided,The observer witnessed an intense disagreement between the management and an employee inside the workplace around 23:44,the observer witnessed an intense disagreement between the management and an employee inside the workplace around 23:44,NONE,EVT000209_001;EVT000209_002,False,3,normal,Shows exhaustion of internal process.,False,NONE,SLOT_ANN_001,REV458
SLOT002674,NAR000209_EN,employment_labour,safety_risk_at_work,Any current workplace safety risk,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000209_001;EVT000209_002,False,2,highly sensitive,Controls urgent safety guidance.,False,NONE,SLOT_ANN_001,REV458
SLOT002675,NAR000209_EN,employment_labour,workers_affected,Whether others are affected,partially_provided,other worker impact indicated,multiple_workers_possible,NONE,EVT000209_001;EVT000209_002,False,4,normal,May affect collective complaint route.,False,NONE,SLOT_ANN_001,REV458
SLOT002676,NAR000210_EN,property_disputes,incident_date,Date or relative date when the incident happened,provided,2024-03-21,2024-03-21,NONE,EVT000210_001;EVT000210_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV223
SLOT002677,NAR000210_EN,property_disputes,incident_time,Time or approximate time of the incident,provided,18:19,18:19,NONE,EVT000210_001;EVT000210_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV223
SLOT002678,NAR000210_EN,property_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Agricultural land,agricultural land,NONE,EVT000210_001;EVT000210_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV223
SLOT002679,NAR000210_EN,property_disputes,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000210_001;EVT000210_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV223
SLOT002680,NAR000210_EN,property_disputes,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000210_001;EVT000210_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV223
SLOT002681,NAR000210_EN,property_disputes,property_type,"House, shop, plot, apartment, or other property",partially_provided,Agricultural land,agricultural land,NONE,EVT000210_001;EVT000210_002,True,1,normal,Identifies disputed property.,True,NONE,SLOT_ANN_001,REV223
SLOT002682,NAR000210_EN,property_disputes,ownership_documents,"Sale deed, tenancy papers, inheritance papers, or title proof",missing,not stated,not_stated,NONE,EVT000210_001;EVT000210_002,True,1,sensitive,Establishes legal basis of claim.,True,NONE,SLOT_ANN_001,REV223
SLOT002683,NAR000210_EN,property_disputes,disputed_action,"Encroachment, boundary alteration, possession, or landlord conflict",provided,Land encroachment,land encroachment,NONE,EVT000210_001;EVT000210_002,True,1,normal,Defines civil or criminal route.,False,NONE,SLOT_ANN_001,REV223
SLOT002684,NAR000210_EN,property_disputes,opposing_party_identity,"Landlord, tenant, relative, neighbour, or unknown party",optional,not stated,not_stated,NONE,EVT000210_001;EVT000210_002,False,2,sensitive,Needed for notice/complaint.,True,NONE,SLOT_ANN_001,REV223
SLOT002685,NAR000210_EN,property_disputes,damage_or_alteration,"Boundary damage, construction, lock change, or possession change",optional,not stated,not_stated,NONE,EVT000210_001;EVT000210_002,False,2,normal,Shows urgency and relief sought.,True,NONE,SLOT_ANN_001,REV223
SLOT002686,NAR000210_EN,property_disputes,current_possession,Who currently has possession or access,missing,not stated,not_stated,NONE,EVT000210_001;EVT000210_002,True,2,normal,Key for property remedy.,True,NONE,SLOT_ANN_001,REV223
SLOT002687,NAR000210_EN,property_disputes,local_authority_contacted,"Police, revenue officer, municipal body, or society contacted",provided,yes,yes,NONE,EVT000210_001;EVT000210_002,False,3,normal,Shows escalation history.,False,NONE,SLOT_ANN_001,REV223
SLOT002688,NAR000210_EN,property_disputes,court_or_case_status,"Existing suit, order, notice, or case status",optional,not stated,not_stated,NONE,EVT000210_001;EVT000210_002,False,4,sensitive,Avoids conflicting procedural guidance.,False,NONE,SLOT_ANN_001,REV223
SLOT002689,NAR000211_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,yesterday,2024-03-25,NAR000211_EN_E001,EVT000211_001;EVT000211_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV324
SLOT002690,NAR000211_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,23:33,23:33,NONE,EVT000211_001;EVT000211_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV324
SLOT002691,NAR000211_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,bank,bank,NAR000211_EN_E002,EVT000211_001;EVT000211_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV324
SLOT002692,NAR000211_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000211_001;EVT000211_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV324
SLOT002693,NAR000211_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000211_001;EVT000211_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV324
SLOT002694,NAR000211_EN,theft_and_robbery,property_type,Type of property taken or missing,provided,phone,phone,NAR000211_EN_E003,EVT000211_001;EVT000211_002,True,1,normal,Identifies the stolen article for complaint drafting.,False,NONE,SLOT_ANN_001,REV324
SLOT002695,NAR000211_EN,theft_and_robbery,property_description,"Description, condition, or value of property",provided,phone,phone,NAR000211_EN_E003,EVT000211_001;EVT000211_002,True,2,normal,Supports identification and recovery.,False,NONE,SLOT_ANN_001,REV324
SLOT002696,NAR000211_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,missing,not stated,not_stated,NONE,EVT000211_001;EVT000211_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV324
SLOT002697,NAR000211_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,optional,not stated,not_stated,NONE,EVT000211_001;EVT000211_002,False,3,sensitive,Supports investigation without inventing identity.,True,NONE,SLOT_ANN_001,REV324
SLOT002698,NAR000211_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",provided,threat or intimidation indicated,threat_indicated,NONE,EVT000211_001;EVT000211_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,False,NONE,SLOT_ANN_001,REV324
SLOT002699,NAR000211_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,optional,not stated,not stated,NONE,EVT000211_001;EVT000211_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV324
SLOT002700,NAR000211_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,optional,not stated,not_stated,NONE,EVT000211_001;EVT000211_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV324
SLOT002701,NAR000211_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000211_001;EVT000211_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV324
SLOT002702,NAR000212_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,2024-03-27,2024-03-27,NONE,EVT000212_001;EVT000212_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV535
SLOT002703,NAR000212_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,23:10,23:10,NONE,EVT000212_001;EVT000212_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV535
SLOT002704,NAR000212_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,Shop,shop,NONE,EVT000212_001;EVT000212_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV535
SLOT002705,NAR000212_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000212_001;EVT000212_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV535
SLOT002706,NAR000212_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000212_001;EVT000212_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV535
SLOT002707,NAR000212_EN,theft_and_robbery,property_type,Type of property taken or missing,partially_provided,Shop,shop,NONE,EVT000212_001;EVT000212_002,True,1,normal,Identifies the stolen article for complaint drafting.,True,NONE,SLOT_ANN_001,REV535
SLOT002708,NAR000212_EN,theft_and_robbery,property_description,"Description, condition, or value of property",partially_provided,Shop,shop,NONE,EVT000212_001;EVT000212_002,True,2,normal,Supports identification and recovery.,True,NONE,SLOT_ANN_001,REV535
SLOT002709,NAR000212_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,missing,not stated,not_stated,NONE,EVT000212_001;EVT000212_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV535
SLOT002710,NAR000212_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,optional,not stated,not_stated,NONE,EVT000212_001;EVT000212_002,False,3,sensitive,Supports investigation without inventing identity.,True,NONE,SLOT_ANN_001,REV535
SLOT002711,NAR000212_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",provided,threat or intimidation indicated,threat_indicated,NONE,EVT000212_001;EVT000212_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,False,NONE,SLOT_ANN_001,REV535
SLOT002712,NAR000212_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,partially_provided,"Shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north","shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north",NONE,EVT000212_001;EVT000212_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV535
SLOT002713,NAR000212_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,partially_provided,witness or bystander mentioned,witness_mentioned,NONE,EVT000212_001;EVT000212_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV535
SLOT002714,NAR000212_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000212_001;EVT000212_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV535
SLOT002715,NAR000213_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,2026-06-28,2026-06-28,NONE,EVT000213_001;EVT000213_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV630
SLOT002716,NAR000213_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,02:30,02:30,NONE,EVT000213_001;EVT000213_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV630
SLOT002717,NAR000213_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,Garage,garage,NONE,EVT000213_001;EVT000213_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV630
SLOT002718,NAR000213_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000213_001;EVT000213_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV630
SLOT002719,NAR000213_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000213_001;EVT000213_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV630
SLOT002720,NAR000213_EN,theft_and_robbery,property_type,Type of property taken or missing,partially_provided,Garage,garage,NONE,EVT000213_001;EVT000213_002,True,1,normal,Identifies the stolen article for complaint drafting.,True,NONE,SLOT_ANN_001,REV630
SLOT002721,NAR000213_EN,theft_and_robbery,property_description,"Description, condition, or value of property",partially_provided,Garage,garage,NONE,EVT000213_001;EVT000213_002,True,2,normal,Supports identification and recovery.,True,NONE,SLOT_ANN_001,REV630
SLOT002722,NAR000213_EN,theft_and_robbery,ownership_information,Proof that the complainant owned or possessed the property,partially_provided,Case registered under relevant sections,case registered under relevant sections,NONE,EVT000213_001;EVT000213_002,True,2,sensitive,Helps establish locus and claim.,True,NONE,SLOT_ANN_001,REV630
SLOT002723,NAR000213_EN,theft_and_robbery,suspect_description,Known details about the alleged offender,partially_provided,perpetrator,perpetrator,NONE,EVT000213_001;EVT000213_002,False,3,sensitive,Supports investigation without inventing identity.,False,NONE,SLOT_ANN_001,REV630
SLOT002724,NAR000213_EN,theft_and_robbery,force_or_threat_used,"Whether force, threat, or violence was used",provided,threat or intimidation indicated,threat_indicated,NONE,EVT000213_001;EVT000213_002,True,1,highly sensitive,Distinguishes theft from robbery or assault.,False,NONE,SLOT_ANN_001,REV630
SLOT002725,NAR000213_EN,theft_and_robbery,vehicle_used,Whether a vehicle was used by suspect or in escape,partially_provided,"Complainant states that on 2026-06-28 at approximately 02:30 hours, an incident of vehicle theft occurred at Garage","complainant states that on 2026-06-28 at approximately 02:30 hours, an incident of vehicle theft occurred at garage",NONE,EVT000213_001;EVT000213_002,False,4,normal,Can assist tracing and CCTV review.,False,NONE,SLOT_ANN_001,REV630
SLOT002726,NAR000213_EN,theft_and_robbery,witness_available,Whether any witness is mentioned,optional,not stated,not_stated,NONE,EVT000213_001;EVT000213_002,False,4,sensitive,Determines corroboration and evidence follow-up.,False,NONE,SLOT_ANN_001,REV630
SLOT002727,NAR000213_EN,theft_and_robbery,cctv_available,Whether CCTV or camera evidence is mentioned,optional,not stated,not_stated,NONE,EVT000213_001;EVT000213_002,False,4,sensitive,May support identification and timeline reconstruction.,False,NONE,SLOT_ANN_001,REV630
SLOT002728,NAR000214_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,2024-03-28,2024-03-28,NONE,EVT000214_001;EVT000214_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV224
SLOT002729,NAR000214_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,01:13,01:13,NONE,EVT000214_001;EVT000214_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV224
SLOT002730,NAR000214_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000214_001;EVT000214_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV224
SLOT002731,NAR000214_EN,consumer_disputes,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000214_001;EVT000214_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV224
SLOT002732,NAR000214_EN,consumer_disputes,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000214_001;EVT000214_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV224
SLOT002733,NAR000214_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Online platform,online platform,NONE,EVT000214_001;EVT000214_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV224
SLOT002734,NAR000214_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Refusal of service refund,refusal of service refund,NONE,EVT000214_001;EVT000214_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV224
SLOT002735,NAR000214_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",provided,A transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,a transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,NONE,EVT000214_001;EVT000214_002,True,2,sensitive,Supports refund and deficiency claim.,False,NONE,SLOT_ANN_001,REV224
SLOT002736,NAR000214_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",provided,A transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,a transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,NONE,EVT000214_001;EVT000214_002,True,2,normal,Shows prior attempt to resolve dispute.,False,NONE,SLOT_ANN_001,REV224
SLOT002737,NAR000214_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",optional,not stated,not_stated,NONE,EVT000214_001;EVT000214_002,False,3,sensitive,Improves complaint strength.,True,NONE,SLOT_ANN_001,REV224
SLOT002738,NAR000214_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,A transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,a transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,NONE,EVT000214_001;EVT000214_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV224
SLOT002739,NAR000214_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,provided,A transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,a transactional incident concerning refusal of service refund broke out at the local online platform at 01:13,NONE,EVT000214_001;EVT000214_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV224
SLOT002740,NAR000215_EN,domestic_violence,incident_date,Date or relative date when the incident happened,provided,2024-03-29,2024-03-29,NONE,EVT000215_001;EVT000215_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV950
SLOT002741,NAR000215_EN,domestic_violence,incident_time,Time or approximate time of the incident,provided,17:47,17:47,NONE,EVT000215_001;EVT000215_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV950
SLOT002742,NAR000215_EN,domestic_violence,incident_location,"Place, platform, or setting where the incident occurred",provided,home,home,NAR000215_EN_E001,EVT000215_001;EVT000215_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV950
SLOT002743,NAR000215_EN,domestic_violence,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000215_001;EVT000215_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV950
SLOT002744,NAR000215_EN,domestic_violence,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000215_001;EVT000215_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV950
SLOT002745,NAR000215_EN,domestic_violence,relationship_to_offender,Relationship between complainant and alleged offender,partially_provided,ex,ex,NONE,EVT000215_001;EVT000215_002,True,1,highly sensitive,Determines applicable protection framework.,True,NONE,SLOT_ANN_001,REV950
SLOT002746,NAR000215_EN,domestic_violence,abuse_type,"Physical, verbal, emotional, economic, or dowry-related conduct",provided,Emotional and verbal abuse,emotional and verbal abuse,NONE,EVT000215_001;EVT000215_002,True,1,highly sensitive,Defines relief and safety needs.,False,NONE,SLOT_ANN_001,REV950
SLOT002747,NAR000215_EN,domestic_violence,current_shelter_safety,Whether complainant is safe at home or elsewhere,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000215_001;EVT000215_002,True,1,highly sensitive,Controls immediate safety planning.,True,NONE,SLOT_ANN_001,REV950
SLOT002748,NAR000215_EN,domestic_violence,children_or_dependents,Whether children or dependents are affected,optional,not stated,not_stated,NONE,EVT000215_001;EVT000215_002,False,2,highly sensitive,Impacts protection and custody steps.,True,NONE,SLOT_ANN_001,REV950
SLOT002749,NAR000215_EN,domestic_violence,injury_or_medical_need,Physical injury or medical care required,missing,not stated,not_stated,NONE,EVT000215_001;EVT000215_002,True,1,highly sensitive,Determines emergency response.,True,NONE,SLOT_ANN_001,REV950
SLOT002750,NAR000215_EN,domestic_violence,prior_incident_pattern,Whether conduct is repeated or ongoing,provided,repeated or ongoing pattern indicated,ongoing_or_repeated,NONE,EVT000215_001;EVT000215_002,False,2,sensitive,Supports protection order facts.,False,NONE,SLOT_ANN_001,REV950
SLOT002751,NAR000215_EN,domestic_violence,evidence_available,"Messages, medical record, photos, witnesses, or documents",optional,not stated,not_stated,NONE,EVT000215_001;EVT000215_002,False,3,sensitive,Supports complaint and relief.,True,NONE,SLOT_ANN_001,REV950
SLOT002752,NAR000215_EN,domestic_violence,support_person_contact,"Trusted family, neighbour, shelter, or helpline support",provided,he is screaming and throwing things again it's really bad emotional and verbal abuse right now at home since 17:47 hours,he is screaming and throwing things again it's really bad emotional and verbal abuse right now at home since 17:47 hours,NONE,EVT000215_001;EVT000215_002,False,3,highly sensitive,Useful for safety plan.,False,NONE,SLOT_ANN_001,REV950
SLOT002753,NAR000216_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2026-06-27,2026-06-27,NONE,EVT000216_001;EVT000216_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV913
SLOT002754,NAR000216_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,19:56,19:56,NONE,EVT000216_001;EVT000216_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV913
SLOT002755,NAR000216_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Hostel,hostel,NONE,EVT000216_001;EVT000216_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV913
SLOT002756,NAR000216_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000216_001;EVT000216_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV913
SLOT002757,NAR000216_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000216_001;EVT000216_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV913
SLOT002758,NAR000216_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Hostel,hostel,NONE,EVT000216_001;EVT000216_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV913
SLOT002759,NAR000216_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Cyberstalking,cyberstalking,NONE,EVT000216_001;EVT000216_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV913
SLOT002760,NAR000216_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Cyberstalking,cyberstalking,NONE,EVT000216_001;EVT000216_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV913
SLOT002761,NAR000216_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,loss indicated,loss indicated,NONE,EVT000216_001;EVT000216_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV913
SLOT002762,NAR000216_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",partially_provided,Digital logs preserved for forensic analysis,digital logs preserved for forensic analysis,NONE,EVT000216_001;EVT000216_002,False,3,sensitive,Preserves proof for complaint.,False,NONE,SLOT_ANN_001,REV913
SLOT002763,NAR000216_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",optional,not stated,not_stated,NONE,EVT000216_001;EVT000216_002,False,3,highly sensitive,Supports investigation while protecting privacy.,True,NONE,SLOT_ANN_001,REV913
SLOT002764,NAR000216_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000216_001;EVT000216_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV913
SLOT002765,NAR000216_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000216_001;EVT000216_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV913
SLOT002766,NAR000217_EN,family_law,incident_date,Date or relative date when the incident happened,provided,2026-06-29,2026-06-29,NONE,EVT000217_001;EVT000217_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV643
SLOT002767,NAR000217_EN,family_law,incident_time,Time or approximate time of the incident,provided,22:48,22:48,NONE,EVT000217_001;EVT000217_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV643
SLOT002768,NAR000217_EN,family_law,incident_location,"Place, platform, or setting where the incident occurred",provided,house,house,NAR000217_EN_E001,EVT000217_001;EVT000217_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV643
SLOT002769,NAR000217_EN,family_law,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000217_001;EVT000217_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV643
SLOT002770,NAR000217_EN,family_law,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000217_001;EVT000217_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV643
SLOT002771,NAR000217_EN,family_law,family_relationship,"Spouse, ex-partner, parent, child, guardian, or dependent relation",provided,Child custody dispute,child custody dispute,NONE,EVT000217_001;EVT000217_002,True,1,highly sensitive,Determines applicable family-law remedy.,False,NONE,SLOT_ANN_001,REV643
SLOT002772,NAR000217_EN,family_law,case_or_order_status,"Existing order, terms, mediation, or court matter",partially_provided,"The dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties","the dispute involves competing claims regarding maintenance allocations or custody arrangements, leading to severe communication breakdown between the principal parties",NONE,EVT000217_001;EVT000217_002,False,2,sensitive,Avoids advice conflicting with court status.,False,NONE,SLOT_ANN_001,REV643
SLOT002773,NAR000217_EN,family_law,child_or_dependent_involved,"Whether child custody, guardianship, or dependent care is involved",provided,child or dependent involvement indicated,child_or_dependent_involved,NONE,EVT000217_001;EVT000217_002,False,1,highly sensitive,Changes urgency and forum.,False,NONE,SLOT_ANN_001,REV643
SLOT002774,NAR000217_EN,family_law,contact_or_access_issue,"Blocked access, visitation, cohabitation, or communication issue",provided,Child custody dispute,child custody dispute,NONE,EVT000217_001;EVT000217_002,True,1,highly sensitive,Defines relief sought.,False,NONE,SLOT_ANN_001,REV643
SLOT002775,NAR000217_EN,family_law,financial_support_issue,"Maintenance, alimony, or household support issue",optional,not stated,not_stated,NONE,EVT000217_001;EVT000217_002,False,2,sensitive,Determines monetary relief.,True,NONE,SLOT_ANN_001,REV643
SLOT002776,NAR000217_EN,family_law,urgent_motion_needed,Whether urgent filing or interim relief is requested,optional,not stated,not_stated,NONE,EVT000217_001;EVT000217_002,False,2,normal,Affects procedural recommendation.,True,NONE,SLOT_ANN_001,REV643
SLOT002777,NAR000217_EN,family_law,violence_or_safety_concern,"Any threat, abuse, or safety issue in family matter",missing,not stated,not_stated,NONE,EVT000217_001;EVT000217_002,True,1,highly sensitive,Controls safety escalation.,True,NONE,SLOT_ANN_001,REV643
SLOT002778,NAR000217_EN,family_law,supporting_documents,"Messages, order copy, agreement, payment proof, or records",optional,not stated,not_stated,NONE,EVT000217_001;EVT000217_002,False,3,sensitive,Supports court filing.,True,NONE,SLOT_ANN_001,REV643
