classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000456,NAR000456_EN,Domestic Violence,Dowry harassment;Unlawful confinement;Immediate fear,emergency_assistance;complaint_preparation,Get immediate safety assistance after being locked in a room,EMERGENCY_CURRENT_DANGER,True,True,False,hybrid,current,False,True,False,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV511
CLS000457,NAR000457_EN,Property Disputes,Illegal property possession;Unauthorized structures;Direct threats,complaint_preparation;legal_aid_request,Stop active illegal possession and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV775
CLS000458,NAR000458_EN,Domestic Violence,Dowry harassment;Continuing domestic abuse,complaint_preparation,Document ongoing dowry harassment,ONGOING_THREAT,False,True,False,hybrid,recent,False,True,False,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV535
CLS000459,NAR000459_EN,Theft and robbery,House burglary;Property loss;Use of force,complaint_preparation,Prepare a burglary report with witness details,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV392
CLS000460,NAR000460_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation;legal_aid_request,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV883
CLS000461,NAR000461_EN,Consumer Disputes,Refusal of service refund;Unfair trade practice,complaint_preparation;legal_aid_request,Prepare a refund-refusal complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV371
CLS000462,NAR000462_EN,Assault & Threats,Verbal intimidation;Physical intimidation,complaint_preparation;legal_aid_request,Document a witnessed intimidation incident,CASE_PREPARATION,False,False,False,hybrid,recent,True,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV484
CLS000463,NAR000463_EN,Employment/Labour,Unfair termination;Statutory non-compliance,complaint_preparation;legal_aid_request,Challenge an unfair termination,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV318
CLS000464,NAR000464_EN,Theft and robbery,House burglary;Property loss,complaint_preparation,Prepare a burglary case record,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV360
CLS000465,NAR000465_EN,Financial Fraud,Credit card cloning;Unauthorized transaction,complaint_preparation;legal_aid_request,File an urgent card-cloning grievance,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV229
CLS000466,NAR000466_EN,Cybercrime,Ransomware attack;Credential compromise,complaint_preparation;legal_aid_request,Report a ransomware attack,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV276
CLS000467,NAR000467_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation,Prepare a shopbreaking report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV408
CLS000468,NAR000468_EN,Property Disputes,Tenant-landlord conflict;Contested ownership,complaint_preparation;legal_aid_request,Seek mediation for a tenant-landlord dispute,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV231
CLS000469,NAR000469_EN,Theft and robbery,Pickpocketing;Property loss;CCTV evidence,complaint_preparation;legal_aid_request,File a pickpocketing complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV408
CLS000470,NAR000470_EN,Assault & Threats,Verbal intimidation;Potential bodily harm,complaint_preparation,Document intimidation and safety concerns,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV374
CLS000471,NAR000471_EN,Theft and robbery,Shopbreaking;Property loss;CCTV evidence,complaint_preparation;legal_aid_request,File a shopbreaking complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV315
CLS000472,NAR000472_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation;legal_aid_request,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV533
CLS000473,NAR000473_EN,Domestic Violence,Emotional and verbal abuse;Continuing domestic abuse,complaint_preparation;legal_aid_request,Document continuing emotional abuse and seek protection,ONGOING_THREAT,False,True,False,physical,recent,False,True,False,False,unknown,False,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV287
CLS000474,NAR000474_EN,Miscellaneous,Minor civic infrastructure issue;Regulatory oversight,complaint_preparation,Submit a civic infrastructure notification,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV218
CLS000475,NAR000475_EN,Employment/Labour,Unfair termination;Statutory non-compliance,complaint_preparation;legal_aid_request,Challenge an unfair termination,CASE_PREPARATION,False,False,False,online,recent,False,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV165
CLS000476,NAR000476_EN,Financial Fraud,Cheque forgery;Unauthorized transaction,complaint_preparation;legal_aid_request,File an urgent cheque-forgery grievance,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV176
CLS000477,NAR000477_EN,Miscellaneous,Lost item reporting;Current public obstruction,complaint_preparation;legal_aid_request,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV111
CLS000478,NAR000478_EN,Employment/Labour,Breach of employment contract;Statutory non-compliance,complaint_preparation;legal_aid_request,File an employment-contract grievance,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV664
CLS000479,NAR000479_EN,Domestic Violence,Dowry harassment;Property damage;Unlawful confinement,emergency_assistance;legal_aid_request,Get immediate protection while hiding from the aggressor,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,True,True,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV327
CLS000480,NAR000480_EN,Assault & Threats,Verbal intimidation;Direct threats,complaint_preparation,Document intimidation and request protection,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV144
CLS000481,NAR000481_EN,Employment/Labour,Safe working conditions violation;Physical injury,complaint_preparation;legal_aid_request,Document unsafe conditions and workplace injury,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV542
CLS000482,NAR000482_EN,Traffic & Road Incidents,Reckless driving confrontation;Vehicle damage;Active road obstruction,emergency_assistance,Alert responders to an active roadway hazard,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,False,False,False,False,unknown,True,False,emergency_redirect,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV245
CLS000483,NAR000483_EN,Theft and robbery,House burglary;Property loss;CCTV evidence,complaint_preparation;legal_aid_request,File a burglary complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV149
CLS000484,NAR000484_EN,Property Disputes,Boundary wall dispute;Boundary damage;Threatened escalation,emergency_assistance;complaint_preparation;legal_aid_request,Stop an active boundary takeover and document damage,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV928
CLS000485,NAR000485_EN,Consumer Disputes,Expired or contaminated goods sale;Active merchant dispute,complaint_preparation;legal_aid_request,Resolve an unsafe-goods consumer dispute,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV574
CLS000486,NAR000486_EN,Domestic Violence,Economic deprivation;Domestic intimidation,emergency_assistance,Document economic abuse and obtain support,ONGOING_THREAT,False,True,False,hybrid,past,False,True,False,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV715
CLS000487,NAR000487_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation,File an online phishing-theft complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV686
CLS000488,NAR000488_EN,Property Disputes,Illegal property possession;Unauthorized alteration;Threatened escalation,complaint_preparation;legal_aid_request,Prepare an illegal-possession complaint,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV846
CLS000489,NAR000489_EN,Traffic & Road Incidents,Hit and run collision;Traffic safety hazard,complaint_preparation,File a hit-and-run traffic complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV196
CLS000490,NAR000490_EN,Domestic Violence,Emotional and verbal abuse;Continuing domestic abuse,complaint_preparation,Document continuing emotional abuse,ONGOING_THREAT,False,True,False,physical,recent,True,True,False,False,unknown,False,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV588
CLS000491,NAR000491_EN,Financial Fraud,Cheque forgery;Instrument forgery,complaint_preparation;legal_aid_request,Prepare a cheque-forgery case for financial review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV814
CLS000492,NAR000492_EN,Cybercrime,Online banking fraud;Credential compromise,complaint_preparation,Report an online-banking fraud incident,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV102
CLS000493,NAR000493_EN,Consumer Disputes,Defective product delivery;Refund refusal,complaint_preparation;legal_aid_request,Report a defective product and seek a refund,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV564
CLS000494,NAR000494_EN,Family Law,Restitution of conjugal rights;Family confrontation,legal_aid_request;complaint_preparation,Document a family dispute for mediation,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Family Law,Family Law,Family Law,REV339
CLS000495,NAR000495_EN,Domestic Violence,Emotional and verbal abuse;Unlawful confinement;Immediate fear,emergency_assistance;complaint_preparation,Get immediate safety assistance after being locked in a room,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,False,True,False,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV999
CLS000496,NAR000496_EN,Consumer Disputes,Defective product delivery;Refund refusal,complaint_preparation;legal_aid_request,Seek replacement or refund for a defective product,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV335
CLS000497,NAR000497_EN,Assault & Threats,Road rage assault;Physical intimidation,complaint_preparation,Document a road-rage assault,CASE_PREPARATION,False,False,False,physical,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV378
CLS000498,NAR000498_EN,Miscellaneous,Lost item reporting;Regulatory assistance,complaint_preparation,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,True,False,False,False,unknown,True,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV816
CLS000499,NAR000499_EN,Assault & Threats,Physical altercation;Physical injury;Direct threats,complaint_preparation;legal_aid_request,Document the altercation and request protection,ONGOING_THREAT,False,True,False,physical,recent,True,True,True,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV221
CLS000500,NAR000500_EN,Miscellaneous,Public nuisance dispute;Public disturbance,complaint_preparation;legal_aid_request,Document a public-nuisance grievance,CASE_PREPARATION,False,False,False,physical,past,False,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV271
CLS000501,NAR000501_EN,Employment/Labour,Safe working conditions violation;Management non-compliance,complaint_preparation;legal_aid_request,Escalate an unsafe-workplace grievance,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV801
CLS000502,NAR000502_EN,Family Law,Guardianship dispute;Family confrontation,legal_aid_request;lawyer_handoff,Obtain legal guidance for a guardianship dispute,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV399
CLS000503,NAR000503_EN,Domestic Violence,Economic deprivation;Continuing domestic abuse,complaint_preparation,Document ongoing economic abuse,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV887
CLS000504,NAR000504_EN,Cybercrime,Phishing scam;Credential theft;Asset misappropriation,complaint_preparation;legal_aid_request,Report phishing with preserved digital logs,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV119
CLS000505,NAR000505_EN,Assault & Threats,Verbal intimidation;Potential bodily harm,complaint_preparation;legal_aid_request,Document intimidation and seek protection,ONGOING_THREAT,False,True,False,hybrid,recent,False,True,False,False,unknown,True,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV785
CLS000506,NAR000506_EN,Theft and robbery,Chain snatching;Property loss;Use of force,complaint_preparation;legal_aid_request,Prepare a chain-snatching report with witness details,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV234
CLS000507,NAR000507_EN,Theft and robbery,House burglary;Property loss;CCTV evidence,complaint_preparation,File a burglary complaint and request CCTV review,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV396
CLS000508,NAR000508_EN,Domestic Violence,Economic deprivation;Property damage;Continuing domestic abuse,emergency_assistance;legal_aid_request,Document domestic abuse and obtain protective assistance,ONGOING_THREAT,False,True,False,hybrid,recent,True,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV781
CLS000509,NAR000509_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation;legal_aid_request,Prepare a shopbreaking report with witness details,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV386
CLS000510,NAR000510_EN,Employment/Labour,Unpaid wage dispute;Management non-compliance,complaint_preparation;legal_aid_request,Escalate an unpaid-wage grievance,CASE_PREPARATION,False,True,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV257
CLS000511,NAR000511_EN,Financial Fraud,Cheque forgery;Unauthorized charges,complaint_preparation;legal_aid_request,Freeze affected accounts and report cheque forgery,ONGOING_THREAT,False,True,False,physical,current,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV949
CLS000512,NAR000512_EN,Employment/Labour,Workplace harassment;Management non-compliance,complaint_preparation,Document workplace harassment for labour review,CASE_PREPARATION,False,True,False,hybrid,past,True,False,False,False,unknown,False,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV427
CLS000513,NAR000513_EN,Miscellaneous,Stray animal hazard;Current public obstruction,emergency_assistance,Warn road users and request civic assistance,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,True,False,False,False,unknown,True,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV809
CLS000514,NAR000514_EN,Theft and robbery,Armed robbery;Physical injury;Property loss,emergency_assistance;fir_information,Get immediate safety and medical help during an armed robbery,EMERGENCY_MEDICAL,True,True,True,physical,current,True,True,True,True,unknown,False,False,emergency_redirect,Theft and robbery,Theft and robbery,Theft and robbery,REV352
CLS000515,NAR000515_EN,Miscellaneous,Minor civic infrastructure issue;Localized hazard,complaint_preparation,Submit a municipal infrastructure grievance,CASE_PREPARATION,False,True,False,physical,past,False,False,False,False,unknown,True,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV340
CLS000516,NAR000516_EN,Cybercrime,Identity theft;Data breach;Financial compromise,complaint_preparation;legal_aid_request,File an identity-theft cybercrime complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV604
CLS000517,NAR000517_EN,Consumer Disputes,Defective product delivery;Merchant refusal,complaint_preparation;legal_aid_request,Prepare a defective-product complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV101
CLS000518,NAR000518_EN,Property Disputes,Illegal property possession;Threatened escalation,complaint_preparation;legal_aid_request,Document illegal possession and prevent escalation,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV785
CLS000519,NAR000519_EN,Cybercrime,Online banking fraud;Account takeover;Unauthorized transfers,emergency_assistance;complaint_preparation;legal_aid_request,Contain an active banking compromise and financial loss,EMERGENCY_CURRENT_DANGER,True,True,False,online,current,True,True,False,False,unknown,True,True,emergency_redirect,Cybercrime,Cybercrime,Cybercrime,REV565
CLS000520,NAR000520_EN,Traffic & Road Incidents,Traffic signal violation dispute;Vehicle collision,complaint_preparation,Document a traffic-signal collision,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV443
CLS000521,NAR000521_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV385
CLS000522,NAR000522_EN,Consumer Disputes,Defective product delivery;Merchant refusal,complaint_preparation,File a defective-product consumer complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV894
CLS000523,NAR000523_EN,Assault & Threats,Domestic dispute;Immediate threat,complaint_preparation,Prepare a domestic-threat complaint,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV385
CLS000524,NAR000524_EN,Assault & Threats,Domestic dispute;Physical or verbal hostility,complaint_preparation;legal_aid_request,Document a domestic confrontation,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV890
CLS000525,NAR000525_EN,Cybercrime,Phishing scam;Account takeover;Unauthorized transfers,complaint_preparation,Report phishing and financial loss,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV171
CLS000526,NAR000526_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation;legal_aid_request,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV535
CLS000527,NAR000527_EN,Financial Fraud,Credit card cloning;Unauthorized transaction,complaint_preparation;legal_aid_request,File an urgent card-cloning grievance,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV834
CLS000528,NAR000528_EN,Cybercrime,Cyberstalking;Data breach;Financial compromise,emergency_assistance;complaint_preparation,Get immediate protection from active cyberstalking,EMERGENCY_CURRENT_DANGER,True,True,False,online,current,False,True,False,False,unknown,True,False,emergency_redirect,Cybercrime,Cybercrime,Cybercrime,REV926
CLS000529,NAR000529_EN,Domestic Violence,Economic deprivation;Property damage;Domestic intimidation,emergency_assistance,Document domestic abuse and obtain support,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,True,False,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV261
CLS000530,NAR000530_EN,Assault & Threats,Road rage assault;Immediate physical threat,emergency_assistance;legal_aid_request,Get immediate protection from an active road-rage threat,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,False,True,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV651
CLS000531,NAR000531_EN,Family Law,Restitution of conjugal rights;Guardianship or maintenance dispute,legal_aid_request;lawyer_handoff,Obtain legal guidance and family mediation,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV841
CLS000532,NAR000532_EN,Family Law,Divorce proceedings conflict;Guardianship or maintenance dispute,legal_aid_request;lawyer_handoff,Obtain legal guidance on divorce and family rights,LEGAL_INFORMATION,False,True,False,hybrid,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV671
CLS000533,NAR000533_EN,Employment/Labour,Safe working conditions violation;Physical injury,complaint_preparation;legal_aid_request,File an unsafe-workplace grievance with injury details,CASE_PREPARATION,False,True,False,physical,past,True,False,True,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV399
CLS000534,NAR000534_EN,Property Disputes,Inheritance property claim;Unauthorized occupation,complaint_preparation;legal_aid_request,Prepare an inheritance-property case for civil review,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV344
CLS000535,NAR000535_EN,Property Disputes,Tenant-landlord conflict;Unauthorized alteration;Physical injury,complaint_preparation;legal_aid_request,Prepare a tenant-landlord complaint with injury details,CASE_PREPARATION,False,False,False,hybrid,past,True,False,True,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV938
CLS000536,NAR000536_EN,Traffic & Road Incidents,Drunk driving accident;Physical injury;Vehicle collision,complaint_preparation;legal_aid_request,Prepare a drunk-driving collision report,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV835
CLS000537,NAR000537_EN,Employment/Labour,Workplace harassment;Threatened termination;Unpaid dues,complaint_preparation;legal_aid_request,Document workplace harassment and employment threats,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV372
CLS000538,NAR000538_EN,Domestic Violence,Dowry harassment;Unlawful confinement;Immediate fear,emergency_assistance;complaint_preparation,Get immediate safety assistance after being locked in a room,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,False,True,False,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV979
CLS000539,NAR000539_EN,Cybercrime,Social media hacking;Network intrusion,complaint_preparation;legal_aid_request,Document a social-media intrusion and containment,CASE_PREPARATION,False,False,False,online,recent,False,False,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV279
CLS000540,NAR000540_EN,Miscellaneous,Stray animal hazard;Municipal notification,complaint_preparation,Report a stray-animal hazard,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV303
CLS000541,NAR000541_EN,Property Disputes,Tenant-landlord conflict;Unauthorized alteration;Physical injury,complaint_preparation;legal_aid_request,Prepare a tenant-landlord complaint with injury details,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,True,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV308
CLS000542,NAR000542_EN,Consumer Disputes,Refusal of service refund;Unfair trade practice,complaint_preparation;legal_aid_request,Prepare a refund-refusal complaint,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV136
CLS000543,NAR000543_EN,Miscellaneous,Minor civic infrastructure issue;Public disturbance,complaint_preparation;legal_aid_request,Document a minor civic infrastructure issue,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV668
CLS000544,NAR000544_EN,Assault & Threats,Verbal intimidation;Threat of future harm,complaint_preparation,Document intimidation and seek protection,ONGOING_THREAT,False,True,False,physical,recent,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV483
CLS000545,NAR000545_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV989
CLS000546,NAR000546_EN,Consumer Disputes,Defective product delivery;Regulatory escalation,complaint_preparation;legal_aid_request,Escalate an unresolved defective-product complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV775
CLS000547,NAR000547_EN,Domestic Violence,Dowry harassment;Domestic intimidation,emergency_assistance;legal_aid_request,Document dowry harassment and obtain support,ONGOING_THREAT,False,True,False,hybrid,recent,True,True,False,False,unknown,False,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV654
CLS000548,NAR000548_EN,Assault & Threats,Verbal intimidation;Potential bodily harm,complaint_preparation,Document intimidation and safety concerns,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV724
CLS000549,NAR000549_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation;legal_aid_request,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV967
CLS000550,NAR000550_EN,Property Disputes,Land encroachment;Unauthorized alteration,complaint_preparation;legal_aid_request,Prepare a land-encroachment complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV876
