scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000502,Bystander report of a domestic family dispute,Family Law,Guardianship dispute,"The observer noted a highly emotional confrontation between two estranged family members outside the apartment around 21:55. The argument was explicitly regarding a severe case of guardianship dispute, with both sides loudly contesting rights before local residents requested calm.",2025-11-30,2025-11-23,21:55,Physical,Apartment,India,West Bengal,recent_past,No,False,False,False,False,True,4,3,synthetic_reviewed,USR254,REV399,synthetic_no_pii,train
SCN000503,Reported case of domestic violence involving economic deprivation,Domestic Violence,Economic deprivation,"Complainant reports ongoing domestic grievances at the shared residence. On 2026-06-29 at 21:00 hours, a severe incident involving economic deprivation occurred, resulting in immediate emotional and physical distress. Intervention was requested by the victim's family members.",2025-12-11,2025-11-24,21:00,Physical,House,India,Karnataka,past,No,False,True,True,True,False,2,4,synthetic_reviewed,USR396,REV887,synthetic_no_pii,validation
SCN000504,Cyber cell report regarding phishing scam,Cybercrime,Phishing scam,"Complainant reports unauthorized digital breach under phishing scam framework. On 2026-07-11 at approx 12:02 hours, malicious payloads or fraudulent links were deployed to misappropriate assets or credentials via Online platform. Digital logs preserved for forensic analysis.",2025-12-05,2025-11-24,12:02,Online,Online platform,India,Delhi,recent_past,No,False,True,True,False,True,2,2,synthetic_reviewed,USR475,REV119,synthetic_no_pii,train
SCN000505,Comprehensive review of verbal intimidation event,Assault & Threats,Verbal intimidation,"On the afternoon of 2026-07-12, an escalating conflict classified under verbal intimidation manifested at the specified residential street. Initial verbal friction rapidly degenerated into targeted hostility, establishing clear intent of intimidation and potential bodily harm. The victim sought refuge immediately while nearby witnesses attempted to de-escalate the situation. Security personnel were subsequently informed to review the breach of safety within the jurisdiction.",2025-12-24,2025-11-30,13:06,Hybrid,Residential street,India,Telangana,recent_past,No,False,True,False,True,True,5,2,synthetic_reviewed,USR201,REV785,synthetic_no_pii,validation
SCN000506,Witness account of chain snatching,Theft and robbery,Chain snatching,"The observer noticed two suspicious individuals loitering near the alleyway around 09:43. Shortly after, they approached the victim from behind, forcefully committed chain snatching, and fled the scene on a two-wheeler heading north.",2025-12-04,2025-12-01,09:43,Physical,Alleyway,India,Gujarat,past,No,False,True,True,False,True,1,5,expert_authored,USR591,REV234,synthetic_no_pii,validation
SCN000507,Formal Complaint Regarding House burglary Incident,Theft and robbery,House burglary,"Dear Authority, I am writing to formally lodge a complaint regarding a house burglary incident that transpired at the House on 2026-06-22. The incident occurred around 11:16, resulting in the unauthorized taking of my personal property. I request your immediate intervention to review CCTV footage.",2025-12-03,2025-12-02,11:16,Physical,House,India,Maharashtra,recent_past,No,False,False,True,False,False,3,1,expert_authored,USR981,REV396,synthetic_no_pii,challenge
SCN000508,Neighbor's report of a domestic dispute,Domestic Violence,Economic deprivation,"The neighbor reported hearing intense shouting and objects breaking from the adjacent apartment around 21:41. Upon investigating, it appeared to be a severe case of economic deprivation transpiring within the household, prompting the neighbor to intervene and call for assistance.",2025-12-23,2025-12-07,21:41,Hybrid,House,India,Gujarat,recent_past,No,False,True,True,True,True,2,4,human_written,USR506,REV781,synthetic_no_pii,test
SCN000509,Witness account of shopbreaking,Theft and robbery,Shopbreaking,"The observer noticed two suspicious individuals loitering near the shop around 00:44. Shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north.",2026-01-12,2025-12-13,00:44,Physical,Shop,India,Delhi,recent_past,No,False,False,True,False,True,4,5,human_written,USR162,REV386,synthetic_no_pii,train
SCN000510,Detailed evaluation of institutional unpaid wage dispute violation,Employment/Labour,Unpaid wage dispute,"On the date of 2026-07-08, a major institutional friction classified as unpaid wage dispute materialized at the specified shop at approximately 06:13. The circumstances indicate structured operational non-compliance by the management regarding standard working protocols or financial settlements, directly compromising employee protections. Internal grievance workflows were completely bypassed by leadership, compelling the affected party to seek statutory legal remedies through regional labor councils.",2025-12-31,2025-12-13,06:13,Hybrid,Shop,India,Delhi,past,No,False,False,True,False,True,5,2,human_written,USR916,REV257,synthetic_no_pii,test
SCN000511,massive warning fraud alert cheque forgery,Financial Fraud,Cheque forgery,"guys freeze your accounts if you used that Office recently!! just discovered a major cheque forgery happened around 18:33 today. unauthorized charges are showing up on multiple profiles, notify your branch manager asap",2026-01-02,2025-12-15,18:33,Physical,Office,India,Maharashtra,recent_past,No,False,False,True,True,True,2,1,human_written,USR517,REV949,synthetic_no_pii,validation
SCN000512,Detailed evaluation of institutional workplace harassment violation,Employment/Labour,Workplace harassment,"On the date of 2026-07-03, a major institutional friction classified as workplace harassment materialized at the specified showroom at approximately 05:23. The circumstances indicate structured operational non-compliance by the management regarding standard working protocols or financial settlements, directly compromising employee protections. Internal grievance workflows were completely bypassed by leadership, compelling the affected party to seek statutory legal remedies through regional labor councils.",2026-01-09,2025-12-16,05:23,Hybrid,Showroom,India,Telangana,past,No,False,False,True,False,False,2,2,human_written,USR381,REV427,synthetic_no_pii,challenge
SCN000513,heads up civic problem stray animal hazard,Miscellaneous,Stray animal hazard,hey guys warning if u are passing by the Marketplace right now!! there is a massive stray animal hazard that happened around 01:05 today. try to take a different route if possible to avoid getting stuck or delayed,2026-01-07,2025-12-18,01:05,Physical,Marketplace,India,Uttar Pradesh,recent_past,No,False,False,True,True,False,1,1,expert_authored,USR545,REV809,synthetic_no_pii,validation
SCN000514,Formal Complaint Regarding Armed robbery Incident,Theft and robbery,Armed robbery,"Dear Authority, I am writing to formally lodge a complaint regarding a armed robbery incident that transpired at the Highway on 2026-07-20. The incident occurred around 12:24, resulting in the unauthorized taking of my personal property. I request your immediate intervention to review CCTV footage.",2025-12-26,2025-12-22,12:24,Physical,Highway,India,Delhi,ongoing,Yes,True,True,True,False,False,3,5,human_written,USR943,REV352,synthetic_no_pii,test
SCN000515,Formal Grievance: Urgent Resolution Required for Minor civic infrastructure issue,Miscellaneous,Minor civic infrastructure issue,"Dear Municipal Authorities, I am writing to formally log a civic grievance regarding the ongoing pattern of minor civic infrastructure issue at the Alleyway. The latest escalation occurred on 2026-07-06 at 05:24 hours, causing localized hazards that require immediate civic attention.",2025-12-27,2025-12-22,05:24,Physical,Alleyway,India,Karnataka,past,No,False,False,False,True,False,2,1,human_written,USR363,REV340,synthetic_no_pii,train
SCN000516,Formal Grievance: Cyber Fraud and Identity theft Incident,Cybercrime,Identity theft,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding identity theft that targets my system. At 04:00 on 2026-06-25, illegal server access was achieved through the Workplace, leading to severe data breach and financial compromise.",2026-01-16,2025-12-23,04:00,Hybrid,Workplace,India,Karnataka,past,No,False,False,True,False,True,2,1,expert_authored,USR748,REV604,synthetic_no_pii,validation
SCN000517,Bystander report of a customer-vendor dispute,Consumer Disputes,Defective product delivery,"The observer noted a clear altercation developing at the counter of the online platform around 15:47. A customer was contesting a distinct case of defective product delivery, showing clear evidence to the merchant, who continuously refused liability or proper resolution.",2025-12-31,2025-12-23,15:47,Hybrid,Online platform,India,West Bengal,past,No,False,False,True,False,True,3,1,human_written,USR671,REV101,synthetic_no_pii,train
SCN000518,Bystander report of a boundary dispute,Property Disputes,Illegal property possession,"The observer witnessed an intense community argument unfolding near the house around 01:23. Several individuals were actively contesting an instance of illegal property possession, with local residents stepping in to prevent physical escalation before authorities were notified.",2026-01-27,2025-12-28,01:23,Physical,House,India,Uttar Pradesh,past,No,False,False,True,True,True,3,1,expert_authored,USR649,REV785,synthetic_no_pii,train
SCN000519,I think my accounts just got wiped out by a online banking fraud,Cybercrime,Online banking fraud,"So I clicked this link thinking it was an official notification around 12:04 yesterday, and suddenly I was locked out of my account. I realized it was a total online banking fraud when my savings started moving out. I'm completely panicking right now.",2026-01-21,2025-12-30,12:04,Online,Online platform,India,Telangana,ongoing,Yes,False,True,True,True,True,1,4,human_written,USR309,REV565,synthetic_no_pii,validation
SCN000520,Bystander log of a traffic signal violation dispute,Traffic & Road Incidents,Traffic signal violation dispute,"The witness observed a major traffic disruption unfolding near the highway around 00:51. A driver committed a blatant traffic signal violation dispute, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived.",2026-01-05,2026-01-02,00:51,Physical,Highway,India,Gujarat,recent_past,No,False,False,True,True,False,4,3,expert_authored,USR232,REV443,synthetic_no_pii,test
SCN000521,Vehicle theft at Garage,Theft and robbery,Vehicle theft,"A swift incident of vehicle theft took place at the local garage during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.",2026-01-14,2026-01-03,00:02,Physical,Garage,India,Telangana,recent_past,No,False,True,True,False,False,2,3,human_written,USR607,REV385,synthetic_no_pii,train
SCN000522,Formal Grievance: Unfair Trade Practice & Defective product delivery,Consumer Disputes,Defective product delivery,"Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of defective product delivery that occurred at House on 2026-07-12 at 20:17 hours. Despite multiple amicable requests, the management refused to honor the standard consumer guarantees.",2026-02-04,2026-01-06,20:17,Physical,House,India,Uttar Pradesh,past,No,False,False,True,False,False,2,3,human_written,USR302,REV894,synthetic_no_pii,train
SCN000523,Reported incident of domestic dispute at apartment,Assault & Threats,Domestic dispute,"Complainant states that on 2026-07-13 at approximately 12:32 hours, a severe case of domestic dispute transpired at Apartment. The accused allegedly engaged in hostile behavior, posing immediate threat to the victim. Medical examination conducted where applicable.",2026-01-24,2026-01-06,12:32,Physical,Apartment,India,Karnataka,past,No,False,True,True,False,False,3,4,synthetic_reviewed,USR824,REV385,synthetic_no_pii,train
SCN000524,Confrontation involving domestic dispute,Assault & Threats,Domestic dispute,"An incident involving sudden domestic dispute broke out at the house around 01:13. The aggressor initiated intense physical or verbal hostility against the victim, forcing bystanders to intervene to prevent further escalation.",2026-01-17,2026-01-08,01:13,Physical,House,India,Gujarat,past,No,False,True,True,False,True,5,2,expert_authored,USR392,REV890,synthetic_no_pii,validation
SCN000525,I think my accounts just got wiped out by a phishing scam,Cybercrime,Phishing scam,"So I clicked this link thinking it was an official notification around 18:27 yesterday, and suddenly I was locked out of my account. I realized it was a total phishing scam when my savings started moving out. I'm completely panicking right now.",2026-01-23,2026-01-08,18:27,Online,Online platform,India,Tamil Nadu,recent_past,No,False,True,True,True,False,3,1,expert_authored,USR388,REV171,synthetic_no_pii,challenge
SCN000526,Vehicle theft at Parking lot,Theft and robbery,Vehicle theft,"A swift incident of vehicle theft took place at the local parking lot during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.",2026-02-03,2026-01-10,12:50,Physical,Parking lot,India,Delhi,recent_past,No,False,True,True,False,True,3,5,human_written,USR788,REV535,synthetic_no_pii,validation
SCN000527,Formal Grievance: Unauthorized Transaction and Credit card cloning,Financial Fraud,Credit card cloning,"Dear Nodal Officer / Bank Authority, I am writing to formally log an emergency grievance regarding an severe case of credit card cloning executed against my portfolio through the Online platform. The breach occurred on 2026-06-29 at 03:54 hours, violating standard security checks and clearing mechanisms.",2026-01-15,2026-01-10,03:54,Hybrid,Online platform,India,Gujarat,past,No,False,False,True,True,True,3,2,synthetic_reviewed,USR364,REV834,synthetic_no_pii,challenge
SCN000528,Formal Grievance: Cyber Fraud and Cyberstalking Incident,Cybercrime,Cyberstalking,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding cyberstalking that targets my system. At 10:01 on 2026-07-20, illegal server access was achieved through the Hostel, leading to severe data breach and financial compromise.",2026-01-17,2026-01-13,10:01,Online,Hostel,India,West Bengal,ongoing,Yes,False,True,False,True,False,2,1,human_written,USR260,REV926,synthetic_no_pii,train
SCN000529,Neighbor's report of a domestic dispute,Domestic Violence,Economic deprivation,"The neighbor reported hearing intense shouting and objects breaking from the adjacent apartment around 22:36. Upon investigating, it appeared to be a severe case of economic deprivation transpiring within the household, prompting the neighbor to intervene and call for assistance.",2026-01-31,2026-01-20,22:36,Physical,House,India,Uttar Pradesh,past,No,False,True,False,True,False,2,3,human_written,USR192,REV261,synthetic_no_pii,validation
SCN000530,need help asap threat at Road,Assault & Threats,Road rage assault,pls help someone is targeting me with road rage assault right now at the Road!! they are threatening to hit me or worse. happened around 06:56. is anyone nearby who can come stay with me? urgent,2026-02-07,2026-01-20,06:56,Physical,Road,India,Gujarat,past,No,False,True,True,False,True,3,3,expert_authored,USR912,REV651,synthetic_no_pii,challenge
SCN000531,Matrimonial conflict involving restitution of conjugal rights,Family Law,Restitution of conjugal rights,"A family civil dispute categorized as restitution of conjugal rights manifested within a private residence at 11:32. The incident centers around contested guardianship or maintenance rights, necessitating institutional mediation under family law statues.",2026-01-30,2026-01-23,11:32,Physical,Apartment,India,Delhi,recent_past,No,False,False,False,True,True,2,2,expert_authored,USR128,REV841,synthetic_no_pii,test
SCN000532,Matrimonial conflict involving divorce proceedings conflict,Family Law,Divorce proceedings conflict,"A family civil dispute categorized as divorce proceedings conflict manifested within a private residence at 15:54. The incident centers around contested guardianship or maintenance rights, necessitating institutional mediation under family law statues.",2026-02-14,2026-01-25,15:54,Hybrid,House,India,Gujarat,recent_past,No,False,False,False,False,True,3,1,synthetic_reviewed,USR246,REV671,synthetic_no_pii,test
SCN000533,Formal Grievance: Violation of Labor Rights - Safe working conditions violation,Employment/Labour,Safe working conditions violation,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of safe working conditions violation within the Factory. The definitive breach transpired on 2026-06-28 at 21:06 hours, violating explicit terms of my employment contract and local statutory codes.",2026-01-28,2026-01-28,21:06,Physical,Factory,India,Maharashtra,past,No,True,False,True,True,True,3,1,expert_authored,USR195,REV399,synthetic_no_pii,validation
SCN000534,Comprehensive administrative brief on inheritance property claim escalation,Property Disputes,Inheritance property claim,"On the afternoon of 2026-07-13, a long-standing land friction culminated in an explicit case of inheritance property claim at the designated plot around 04:54 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.",2026-02-01,2026-01-29,04:54,Physical,Plot,India,Delhi,past,No,False,True,True,False,True,2,3,expert_authored,USR212,REV344,synthetic_no_pii,challenge
SCN000535,Reported property conflict involving tenant-landlord conflict,Property Disputes,Tenant-landlord conflict,"Complainant reports a structural civil grievance regarding tenant-landlord conflict at the site located in house. On 2026-06-22 at 09:59 hours, opposing parties gathered and attempted unauthorized physical alterations. Property ownership documents have been submitted for verification.",2026-02-08,2026-01-31,09:59,Hybrid,House,India,Tamil Nadu,past,No,True,False,True,True,True,6,3,expert_authored,USR474,REV938,synthetic_no_pii,validation
SCN000536,Bystander log of a drunk driving accident,Traffic & Road Incidents,Drunk driving accident,"The witness observed a major traffic disruption unfolding near the highway around 12:02. A driver committed a blatant drunk driving accident, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived.",2026-02-27,2026-01-31,12:02,Physical,Highway,India,Tamil Nadu,recent_past,No,True,False,True,True,True,4,1,human_written,USR159,REV835,synthetic_no_pii,test
SCN000537,My company is putting me through workplace harassment,Employment/Labour,Workplace harassment,"I've been working at this office for months, and around 06:09 yesterday, things hit a breaking point with a massive workplace harassment. They literally refused to settle what was rightfully owed to me and told me to just leave if I didn't like it. I'm so stressed about how I'm going to pay my rent.",2026-02-25,2026-02-06,06:09,Physical,Office,India,Uttar Pradesh,past,No,False,True,True,True,True,5,1,expert_authored,USR668,REV372,synthetic_no_pii,train
SCN000538,I don't feel safe in my own home because of dowry harassment,Domestic Violence,Dowry harassment,"It happened again at home around 04:13. Things escalated so quickly and it turned into full-blown dowry harassment. I was locked inside the room and couldn't even reach out to anyone until now. I honestly don't know what to do anymore, I am so scared.",2026-02-14,2026-02-07,04:13,Physical,Apartment,India,Delhi,recent_past,No,False,True,False,True,False,4,2,expert_authored,USR190,REV979,synthetic_no_pii,test
SCN000539,Detailed cyber forensic summary of social media hacking exploit,Cybercrime,Social media hacking,"On the date of 2026-06-27, an advanced threat actor initiated an exploit categorized under social media hacking targeting remote infrastructures at approximately 16:51. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the Online platform. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction.",2026-02-27,2026-02-07,16:51,Online,Online platform,India,Tamil Nadu,recent_past,No,False,False,False,False,True,3,1,expert_authored,USR277,REV279,synthetic_no_pii,challenge
SCN000540,Reported public grievance regarding stray animal hazard,Miscellaneous,Stray animal hazard,"Complainant registers a general municipal or public service notification regarding stray animal hazard at the location of road. The incident transpired on 2026-07-08 at approximately 14:00 hours, causing minor public inconvenience or operational disruption. Log entries have been completed.",2026-02-28,2026-02-12,14:00,Physical,Road,India,Uttar Pradesh,past,No,False,False,True,False,False,2,3,expert_authored,USR639,REV303,synthetic_no_pii,train
SCN000541,Reported property conflict involving tenant-landlord conflict,Property Disputes,Tenant-landlord conflict,"Complainant reports a structural civil grievance regarding tenant-landlord conflict at the site located in house. On 2026-06-23 at 02:36 hours, opposing parties gathered and attempted unauthorized physical alterations. Property ownership documents have been submitted for verification.",2026-03-07,2026-02-16,02:36,Hybrid,House,India,Uttar Pradesh,recent_past,No,True,False,True,True,True,3,1,human_written,USR916,REV308,synthetic_no_pii,validation
SCN000542,avoid this place fraud refusal of service refund,Consumer Disputes,Refusal of service refund,guys heads up do NOT buy anything from that Online platform!! just experienced a massive refusal of service refund around 19:10 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out,2026-02-27,2026-02-19,19:10,Online,Online platform,India,West Bengal,recent_past,No,False,False,True,False,True,2,4,human_written,USR542,REV136,synthetic_no_pii,challenge
SCN000543,Bystander log of a minor civic infrastructure issue,Miscellaneous,Minor civic infrastructure issue,"The observer noted a minor public disturbance developing near the local plot around 09:32. The situation involved a distinct minor civic infrastructure issue, drawing the attention of passing commuters before local municipal workers arrived on site.",2026-02-24,2026-02-20,09:32,Physical,Plot,India,Karnataka,recent_past,No,False,False,False,False,True,3,2,human_written,USR968,REV668,synthetic_no_pii,test
SCN000544,This person literally threatened me at the residential street,Assault & Threats,Verbal intimidation,"I was just minding my own business at the residential street around 00:28, when this aggressive person started shouting at me out of nowhere. Then it escalated into a complete verbal intimidation and they said they'd hurt me if they saw me again. Genuinely terrified.",2026-03-14,2026-02-22,00:28,Physical,Residential street,India,Maharashtra,recent_past,No,False,True,False,True,False,4,1,human_written,USR440,REV483,synthetic_no_pii,validation
SCN000545,Someone stole my stuff at the online platform,Theft and robbery,Online phishing theft,"So I was just standing at the online platform around 00:44 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked.",2026-03-04,2026-02-26,00:44,Online,Online platform,India,Gujarat,recent_past,No,False,False,True,True,False,3,5,human_written,USR525,REV989,synthetic_no_pii,validation
SCN000546,Comprehensive review of commercial defective product delivery claim,Consumer Disputes,Defective product delivery,"On the date of 2026-07-04, a formal consumer conflict classified as defective product delivery manifested during a commercial interaction at the designated house around 00:05. The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection. Standard operational dispute channels were exhausted without success, prompting an escalation to statutory regulatory oversight mechanisms.",2026-03-08,2026-03-01,00:05,Physical,House,India,West Bengal,past,No,False,False,True,True,True,2,1,synthetic_reviewed,USR716,REV775,synthetic_no_pii,validation
SCN000547,Domestic incident involving dowry harassment,Domestic Violence,Dowry harassment,"An incident of domestic distress categorized as dowry harassment occurred inside a residential premises at 08:40. The dispute caused a severe breach of domestic peace, requiring immediate support and mediation for the affected individuals.",2026-03-17,2026-03-01,08:40,Hybrid,Workplace,India,Gujarat,recent_past,No,False,True,True,False,True,2,4,synthetic_reviewed,USR258,REV654,synthetic_no_pii,challenge
SCN000548,Comprehensive review of verbal intimidation event,Assault & Threats,Verbal intimidation,"On the afternoon of 2026-06-24, an escalating conflict classified under verbal intimidation manifested at the specified shop. Initial verbal friction rapidly degenerated into targeted hostility, establishing clear intent of intimidation and potential bodily harm. The victim sought refuge immediately while nearby witnesses attempted to de-escalate the situation. Security personnel were subsequently informed to review the breach of safety within the jurisdiction.",2026-03-26,2026-03-04,18:29,Physical,Shop,India,Karnataka,past,No,False,True,False,False,False,2,4,human_written,USR970,REV724,synthetic_no_pii,train
SCN000549,Reported case of vehicle theft at roadside,Theft and robbery,Vehicle theft,"Complainant states that on 2026-07-19 at approximately 18:12 hours, an incident of vehicle theft occurred at Roadside. The perpetrator description matches a male individual height approx 5'8"". Property loss reported. Case registered under relevant sections.",2026-04-03,2026-03-05,18:12,Physical,Roadside,India,Gujarat,recent_past,No,False,True,True,False,True,2,1,expert_authored,USR813,REV967,synthetic_no_pii,train
SCN000550,Reported property conflict involving land encroachment,Property Disputes,Land encroachment,"Complainant reports a structural civil grievance regarding land encroachment at the site located in agricultural land. On 2026-07-12 at 17:48 hours, opposing parties gathered and attempted unauthorized physical alterations. Property ownership documents have been submitted for verification.",2026-03-18,2026-03-07,17:48,Physical,Agricultural land,India,Maharashtra,past,No,False,False,True,False,True,2,2,synthetic_reviewed,USR394,REV876,synthetic_no_pii,validation
SCN000551,Comprehensive administrative brief on tenant-landlord conflict escalation,Property Disputes,Tenant-landlord conflict,"On the afternoon of 2026-07-08, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated shop around 00:54 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.",2026-03-09,2026-03-08,00:54,Physical,Shop,India,Gujarat,past,No,False,False,True,False,True,4,3,synthetic_reviewed,USR466,REV228,synthetic_no_pii,test
SCN000552,avoid this place fraud false advertising and misrepresentation,Consumer Disputes,False advertising and misrepresentation,guys heads up do NOT buy anything from that Showroom!! just experienced a massive false advertising and misrepresentation around 10:50 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out,2026-04-04,2026-03-09,10:50,Physical,Showroom,India,Telangana,recent_past,No,False,False,True,True,True,3,4,expert_authored,USR334,REV893,synthetic_no_pii,challenge
SCN000553,White-collar offense via loan approval scam,Financial Fraud,Loan approval scam,"A high-value financial dispute categorized as loan approval scam was registered at the online platform at 14:15. The incident involves deliberate corporate misrepresentation or instrument forgery, requiring specialized forensic financial review.",2026-04-01,2026-03-09,14:15,Online,Online platform,India,Telangana,recent_past,No,False,False,True,False,True,3,3,expert_authored,USR314,REV465,synthetic_no_pii,train
SCN000554,Reported matrimonial/family grievance regarding child custody dispute,Family Law,Child custody dispute,"Complainant registers a family matter notification involving an active child custody dispute at the premises. On 2026-07-10 at approximately 21:16 hours, an escalation occurred regarding legal compliance or child visitation parameters. Relevant documentation has been requested for family court presentation.",2026-03-26,2026-03-11,21:16,Hybrid,House,India,Tamil Nadu,recent_past,No,False,False,False,False,True,4,2,human_written,USR645,REV103,synthetic_no_pii,train
SCN000555,White-collar offense via credit card cloning,Financial Fraud,Credit card cloning,"A high-value financial dispute categorized as credit card cloning was registered at the atm at 18:04. The incident involves deliberate corporate misrepresentation or instrument forgery, requiring specialized forensic financial review.",2026-04-10,2026-03-13,18:04,Physical,ATM,India,Telangana,recent_past,No,False,False,True,False,False,2,2,synthetic_reviewed,USR855,REV515,synthetic_no_pii,test
SCN000556,My company is putting me through safe working conditions violation,Employment/Labour,Safe working conditions violation,"I've been working at this factory for months, and around 05:48 yesterday, things hit a breaking point with a massive safe working conditions violation. They literally refused to settle what was rightfully owed to me and told me to just leave if I didn't like it. I'm so stressed about how I'm going to pay my rent.",2026-03-15,2026-03-14,05:48,Physical,Factory,India,Delhi,recent_past,No,True,False,True,True,True,4,2,synthetic_reviewed,USR369,REV589,synthetic_no_pii,train
SCN000557,Comprehensive review of physical altercation event,Assault & Threats,Physical altercation,"On the afternoon of 2026-06-22, an escalating conflict classified under physical altercation manifested at the specified hostel. Initial verbal friction rapidly degenerated into targeted hostility, establishing clear intent of intimidation and potential bodily harm. The victim sought refuge immediately while nearby witnesses attempted to de-escalate the situation. Security personnel were subsequently informed to review the breach of safety within the jurisdiction.",2026-04-16,2026-03-19,13:08,Physical,Hostel,India,Telangana,past,No,False,True,False,False,True,3,4,expert_authored,USR886,REV915,synthetic_no_pii,validation
SCN000558,Formal Legal Request: Violation of Family Court Orders - Guardianship dispute,Family Law,Guardianship dispute,"Dear Legal Counsel / Mediation Cell, I am writing to formally report a non-compliance issue regarding our ongoing guardianship dispute at the residence. The definitive breach occurred on 2026-07-15 at 00:14 hours, wherein the counter-party unilaterally altered agreed-upon familial or financial maintenance parameters.",2026-04-17,2026-03-23,00:14,Hybrid,House,India,West Bengal,recent_past,No,False,False,False,False,True,2,3,synthetic_reviewed,USR335,REV829,synthetic_no_pii,train
SCN000559,Reported public grievance regarding stray animal hazard,Miscellaneous,Stray animal hazard,"Complainant registers a general municipal or public service notification regarding stray animal hazard at the location of road. The incident transpired on 2026-07-08 at approximately 17:21 hours, causing minor public inconvenience or operational disruption. Log entries have been completed.",2026-04-04,2026-03-23,17:21,Physical,Road,India,Telangana,recent_past,No,False,False,False,False,True,1,1,human_written,USR452,REV188,synthetic_no_pii,train
SCN000560,Labor non-compliance involving breach of employment contract,Employment/Labour,Breach of employment contract,"An employment dispute involving breach of employment contract escalated at the office at 15:53. The worker alleged severe breach of workplace regulations, seeking administrative or legal intervention to recover standard dues or ensure workplace safety.",2026-04-05,2026-03-25,15:53,Online,Office,India,Telangana,recent_past,No,False,False,True,True,True,2,1,expert_authored,USR285,REV692,synthetic_no_pii,challenge
SCN000561,Formal Grievance: Cyber Fraud and Ransomware attack Incident,Cybercrime,Ransomware attack,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding ransomware attack that targets my system. At 10:55 on 2026-06-28, illegal server access was achieved through the Shop, leading to severe data breach and financial compromise.",2026-04-09,2026-03-25,10:55,Online,Shop,India,Karnataka,past,No,False,True,True,True,False,2,3,human_written,USR140,REV530,synthetic_no_pii,train
SCN000562,Detailed structural brief on regional illegal parking blockage occurrence,Traffic & Road Incidents,Illegal parking blockage,"On the date of 2026-06-24, a serious municipal roadway incident manifesting as illegal parking blockage transpired on the specified road at approximately 20:41 hours. The collision metrics indicate high impact speeds or deliberate disregard for active traffic control mechanisms, resulting in secondary vehicle damage. Local emergency response teams arrived on site to manage structural debris and administer medical assistance where relevant, while investigating officers initiated standard vehicle documentation checks within the state jurisdiction.",2026-04-04,2026-04-02,20:41,Physical,Road,India,Telangana,past,No,False,False,True,True,True,3,1,expert_authored,USR986,REV344,synthetic_no_pii,validation
SCN000563,Formal Complaint Regarding Armed robbery Incident,Theft and robbery,Armed robbery,"Dear Authority, I am writing to formally lodge a complaint regarding a armed robbery incident that transpired at the Highway on 2026-07-08. The incident occurred around 16:38, resulting in the unauthorized taking of my personal property. I request your immediate intervention to review CCTV footage.",2026-05-01,2026-04-03,16:38,Physical,Highway,India,Delhi,recent_past,No,True,True,True,False,False,2,4,synthetic_reviewed,USR517,REV237,synthetic_no_pii,challenge
SCN000564,Formal Complaint: Urgent Traffic Safety Violation - Illegal parking blockage,Traffic & Road Incidents,Illegal parking blockage,"Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent illegal parking blockage that occurred at the Alleyway. The incident took place on 2026-07-17 at 16:54 hours, creating significant hazards for other motorists.",2026-04-13,2026-04-07,16:54,Physical,Alleyway,India,Tamil Nadu,recent_past,No,False,False,True,False,False,4,3,expert_authored,USR902,REV590,synthetic_no_pii,train
