answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS002158,Q002158_en,NAR000233_EN,en,"For the intimate partner violence at House on 2024-05-07 around 06:19, my answer for children or dependents is: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV241
ANS002159,Q002159_hi,NAR000233_EN,hi,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, children or dependents ke liye mera jawab hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV241
ANS002160,Q002160_hiLatn,NAR000233_EN,hi-Latn,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, children or dependents ke liye mera answer hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV241
ANS002161,Q002161_en,NAR000233_EN,en,"For the intimate partner violence at House on 2024-05-07 around 06:19, my answer for injury or medical need is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV241
ANS002162,Q002162_hi,NAR000233_EN,hi,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, injury or medical need ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV241
ANS002163,Q002163_hiLatn,NAR000233_EN,hi-Latn,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, injury or medical need ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV241
ANS002164,Q002164_en,NAR000233_EN,en,"For the intimate partner violence at House on 2024-05-07 around 06:19, my answer for evidence available is: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV241
ANS002165,Q002165_hi,NAR000233_EN,hi,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, evidence available ke liye mera jawab hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV241
ANS002166,Q002166_hiLatn,NAR000233_EN,hi-Latn,"intimate partner violence House par 2024-05-07 ko 06:19 ke aas-paas, evidence available ke liye mera answer hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV241
ANS002167,Q002167_en,NAR000234_EN,en,"For the house burglary at House on 2024-05-09 around 07:37, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV847
ANS002168,Q002168_hi,NAR000234_EN,hi,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV847
ANS002169,Q002169_hiLatn,NAR000234_EN,hi-Latn,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV847
ANS002170,Q002170_en,NAR000234_EN,en,"For the house burglary at House on 2024-05-09 around 07:37, my answer for suspect description is: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV847
ANS002171,Q002171_hi,NAR000234_EN,hi,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, suspect description ke liye mera jawab hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV847
ANS002172,Q002172_hiLatn,NAR000234_EN,hi-Latn,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, suspect description ke liye mera answer hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV847
ANS002173,Q002173_en,NAR000234_EN,en,"For the house burglary at House on 2024-05-09 around 07:37, my answer for force or threat used is: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV847
ANS002174,Q002174_hi,NAR000234_EN,hi,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, force or threat used ke liye mera jawab hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV847
ANS002175,Q002175_hiLatn,NAR000234_EN,hi-Latn,"house burglary House par 2024-05-09 ko 07:37 ke aas-paas, force or threat used ke liye mera answer hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV847
ANS002176,Q002176_en,NAR000235_EN,en,"For the armed robbery at Highway on 2024-05-10 around 10:11, my answer for property type is: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002177,Q002177_hi,NAR000235_EN,hi,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, property type ke liye mera jawab hai: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002178,Q002178_hiLatn,NAR000235_EN,hi-Latn,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, property type ke liye mera answer hai: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002179,Q002179_en,NAR000235_EN,en,"For the armed robbery at Highway on 2024-05-10 around 10:11, my answer for property description is: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002180,Q002180_hi,NAR000235_EN,hi,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, property description ke liye mera jawab hai: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002181,Q002181_hiLatn,NAR000235_EN,hi-Latn,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, property description ke liye mera answer hai: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV799
ANS002182,Q002182_en,NAR000235_EN,en,"For the armed robbery at Highway on 2024-05-10 around 10:11, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV799
ANS002183,Q002183_hi,NAR000235_EN,hi,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV799
ANS002184,Q002184_hiLatn,NAR000235_EN,hi-Latn,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV799
ANS002185,Q002185_en,NAR000235_EN,en,"For the armed robbery at Highway on 2024-05-10 around 10:11, my answer for suspect description is: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV799
ANS002186,Q002186_hi,NAR000235_EN,hi,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, suspect description ke liye mera jawab hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV799
ANS002187,Q002187_hiLatn,NAR000235_EN,hi-Latn,"armed robbery Highway par 2024-05-10 ko 10:11 ke aas-paas, suspect description ke liye mera answer hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV799
ANS002188,Q002188_en,NAR000236_EN,en,"For the verbal intimidation at Shop on 2024-05-14 around 16:42, my answer for threat or attack description is: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV576
ANS002189,Q002189_hi,NAR000236_EN,hi,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, threat or attack description ke liye mera jawab hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV576
ANS002190,Q002190_hiLatn,NAR000236_EN,hi-Latn,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, threat or attack description ke liye mera answer hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV576
ANS002191,Q002191_en,NAR000236_EN,en,"For the verbal intimidation at Shop on 2024-05-14 around 16:42, my answer for injury details is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV576
ANS002192,Q002192_hi,NAR000236_EN,hi,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, injury details ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV576
ANS002193,Q002193_hiLatn,NAR000236_EN,hi-Latn,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, injury details ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV576
ANS002194,Q002194_en,NAR000236_EN,en,"For the verbal intimidation at Shop on 2024-05-14 around 16:42, my answer for witness available is: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV576
ANS002195,Q002195_hi,NAR000236_EN,hi,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, witness available ke liye mera jawab hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV576
ANS002196,Q002196_hiLatn,NAR000236_EN,hi-Latn,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, witness available ke liye mera answer hai: unsure.",unsure,boolean,witness_available,unsure,unsure,False,False,False,0.55,0.67,True,REV576
ANS002197,Q002197_en,NAR000236_EN,en,"For the verbal intimidation at Shop on 2024-05-14 around 16:42, my answer for safe place available is: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV576
ANS002198,Q002198_hi,NAR000236_EN,hi,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, safe place available ke liye mera jawab hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV576
ANS002199,Q002199_hiLatn,NAR000236_EN,hi-Latn,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, safe place available ke liye mera answer hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV576
ANS002200,Q002200_en,NAR000236_EN,en,"For the verbal intimidation at Shop on 2024-05-14 around 16:42, my answer for medical help status is: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV576
ANS002201,Q002201_hi,NAR000236_EN,hi,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, medical help status ke liye mera jawab hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV576
ANS002202,Q002202_hiLatn,NAR000236_EN,hi-Latn,"verbal intimidation Shop par 2024-05-14 ko 16:42 ke aas-paas, medical help status ke liye mera answer hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV576
ANS002203,Q002203_en,NAR000237_EN,en,"For the public nuisance dispute at Road on 2024-05-17 around 11:00, my answer for risk to public is: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV123
ANS002204,Q002204_hi,NAR000237_EN,hi,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, risk to public ke liye mera jawab hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV123
ANS002205,Q002205_hiLatn,NAR000237_EN,hi-Latn,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, risk to public ke liye mera answer hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV123
ANS002206,Q002206_en,NAR000237_EN,en,"For the public nuisance dispute at Road on 2024-05-17 around 11:00, my answer for item or property affected is: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV123
ANS002207,Q002207_hi,NAR000237_EN,hi,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, item or property affected ke liye mera jawab hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV123
ANS002208,Q002208_hiLatn,NAR000237_EN,hi-Latn,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, item or property affected ke liye mera answer hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV123
ANS002209,Q002209_en,NAR000237_EN,en,"For the public nuisance dispute at Road on 2024-05-17 around 11:00, my answer for authority to contact is: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV123
ANS002210,Q002210_hi,NAR000237_EN,hi,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, authority to contact ke liye mera jawab hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV123
ANS002211,Q002211_hiLatn,NAR000237_EN,hi-Latn,"public nuisance dispute Road par 2024-05-17 ko 11:00 ke aas-paas, authority to contact ke liye mera answer hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV123
ANS002212,Q002212_en,NAR000238_EN,en,"For the safe working conditions violation at Factory on 2024-05-18 around 13:21, my answer for wage or benefit amount is: The exact amount needs calculation from salary records.",the exact amount needs calculation from salary records,text,wage_or_benefit_amount,The exact amount needs calculation from salary records,approximate,False,False,False,0.55,0.79,True,REV805
ANS002213,Q002213_hi,NAR000238_EN,hi,"safe working conditions violation Factory par 2024-05-18 ko 13:21 ke aas-paas, wage or benefit amount ke liye mera jawab hai: The exact amount needs calculation from salary records.",the exact amount needs calculation from salary records,text,wage_or_benefit_amount,The exact amount needs calculation from salary records,approximate,False,False,False,0.55,0.79,True,REV805
ANS002214,Q002214_hiLatn,NAR000238_EN,hi-Latn,"safe working conditions violation Factory par 2024-05-18 ko 13:21 ke aas-paas, wage or benefit amount ke liye mera answer hai: The exact amount needs calculation from salary records.",the exact amount needs calculation from salary records,text,wage_or_benefit_amount,The exact amount needs calculation from salary records,approximate,False,False,False,0.55,0.79,True,REV805
ANS002215,Q002215_en,NAR000239_EN,en,"For the public nuisance dispute at Park on 2024-05-20 around 12:42, my answer for risk to public is: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV421
ANS002216,Q002216_hi,NAR000239_EN,hi,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, risk to public ke liye mera jawab hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV421
ANS002217,Q002217_hiLatn,NAR000239_EN,hi-Latn,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, risk to public ke liye mera answer hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV421
ANS002218,Q002218_en,NAR000239_EN,en,"For the public nuisance dispute at Park on 2024-05-20 around 12:42, my answer for item or property affected is: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV421
ANS002219,Q002219_hi,NAR000239_EN,hi,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, item or property affected ke liye mera jawab hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV421
ANS002220,Q002220_hiLatn,NAR000239_EN,hi-Latn,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, item or property affected ke liye mera answer hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV421
ANS002221,Q002221_en,NAR000239_EN,en,"For the public nuisance dispute at Park on 2024-05-20 around 12:42, my answer for authority to contact is: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV421
ANS002222,Q002222_hi,NAR000239_EN,hi,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, authority to contact ke liye mera jawab hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV421
ANS002223,Q002223_hiLatn,NAR000239_EN,hi-Latn,"public nuisance dispute Park par 2024-05-20 ko 12:42 ke aas-paas, authority to contact ke liye mera answer hai: municipality.",municipality,category,authority_to_contact,municipality,certain,True,False,False,0.55,0.87,True,REV421
ANS002224,Q002224_en,NAR000240_EN,en,"For the unpaid wage dispute at Shop on 2024-05-22 around 18:05, my answer for employment documents is: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV144
ANS002225,Q002225_hi,NAR000240_EN,hi,"unpaid wage dispute Shop par 2024-05-22 ko 18:05 ke aas-paas, employment documents ke liye mera jawab hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV144
ANS002226,Q002226_hiLatn,NAR000240_EN,hi-Latn,"unpaid wage dispute Shop par 2024-05-22 ko 18:05 ke aas-paas, employment documents ke liye mera answer hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV144
ANS002227,Q002227_en,NAR000241_EN,en,"For the hit and run collision at Road on 2024-05-22 around 18:09, my answer for vehicle details is: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV115
ANS002228,Q002228_hi,NAR000241_EN,hi,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, vehicle details ke liye mera jawab hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV115
ANS002229,Q002229_hiLatn,NAR000241_EN,hi-Latn,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, vehicle details ke liye mera answer hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV115
ANS002230,Q002230_en,NAR000241_EN,en,"For the hit and run collision at Road on 2024-05-22 around 18:09, my answer for property damage is: The vehicle and nearby road barrier were damaged.",the vehicle and nearby road barrier were damaged,text,property_damage,The vehicle and nearby road barrier were damaged,certain,False,False,False,0.35,0.67,True,REV115
ANS002231,Q002231_hi,NAR000241_EN,hi,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, property damage ke liye mera jawab hai: The vehicle and nearby road barrier were damaged.",the vehicle and nearby road barrier were damaged,text,property_damage,The vehicle and nearby road barrier were damaged,certain,False,False,False,0.35,0.67,True,REV115
ANS002232,Q002232_hiLatn,NAR000241_EN,hi-Latn,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, property damage ke liye mera answer hai: The vehicle and nearby road barrier were damaged.",the vehicle and nearby road barrier were damaged,text,property_damage,The vehicle and nearby road barrier were damaged,certain,False,False,False,0.35,0.67,True,REV115
ANS002233,Q002233_en,NAR000241_EN,en,"For the hit and run collision at Road on 2024-05-22 around 18:09, my answer for traffic obstruction is: yes.",yes,boolean,traffic_obstruction,yes,certain,False,False,False,0.55,0.87,True,REV115
ANS002234,Q002234_hi,NAR000241_EN,hi,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, traffic obstruction ke liye mera jawab hai: yes.",yes,boolean,traffic_obstruction,yes,certain,False,False,False,0.55,0.87,True,REV115
ANS002235,Q002235_hiLatn,NAR000241_EN,hi-Latn,"hit and run collision Road par 2024-05-22 ko 18:09 ke aas-paas, traffic obstruction ke liye mera answer hai: yes.",yes,boolean,traffic_obstruction,yes,certain,False,False,False,0.55,0.87,True,REV115
ANS002236,Q002236_en,NAR000242_EN,en,"For the stray animal hazard at Residential street on 2024-05-23 around 17:54, my answer for risk to public is: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV934
ANS002237,Q002237_hi,NAR000242_EN,hi,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, risk to public ke liye mera jawab hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV934
ANS002238,Q002238_hiLatn,NAR000242_EN,hi-Latn,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, risk to public ke liye mera answer hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV934
ANS002239,Q002239_en,NAR000242_EN,en,"For the stray animal hazard at Residential street on 2024-05-23 around 17:54, my answer for item or property affected is: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV934
ANS002240,Q002240_hi,NAR000242_EN,hi,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, item or property affected ke liye mera jawab hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV934
ANS002241,Q002241_hiLatn,NAR000242_EN,hi-Latn,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, item or property affected ke liye mera answer hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV934
ANS002242,Q002242_en,NAR000242_EN,en,"For the stray animal hazard at Residential street on 2024-05-23 around 17:54, my answer for authority to contact is: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV934
ANS002243,Q002243_hi,NAR000242_EN,hi,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, authority to contact ke liye mera jawab hai: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV934
ANS002244,Q002244_hiLatn,NAR000242_EN,hi-Latn,"stray animal hazard Residential street par 2024-05-23 ko 17:54 ke aas-paas, authority to contact ke liye mera answer hai: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV934
ANS002245,Q002245_en,NAR000243_EN,en,"For the stray animal hazard at Road on 2024-05-24 around 11:12, my answer for risk to public is: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV313
ANS002246,Q002246_hi,NAR000243_EN,hi,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, risk to public ke liye mera jawab hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV313
ANS002247,Q002247_hiLatn,NAR000243_EN,hi-Latn,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, risk to public ke liye mera answer hai: The issue is creating a safety or access problem for people nearby.",the issue is creating a safety or access problem for people nearby,text,risk_to_public,The issue is creating a safety or access problem for people nearby,approximate,False,False,False,0.60,0.84,True,REV313
ANS002248,Q002248_en,NAR000243_EN,en,"For the stray animal hazard at Road on 2024-05-24 around 11:12, my answer for item or property affected is: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV313
ANS002249,Q002249_hi,NAR000243_EN,hi,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, item or property affected ke liye mera jawab hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV313
ANS002250,Q002250_hiLatn,NAR000243_EN,hi-Latn,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, item or property affected ke liye mera answer hai: local public area.",local public area,text,item_or_property_affected,local public area,certain,False,False,False,0.55,0.87,True,REV313
ANS002251,Q002251_en,NAR000243_EN,en,"For the stray animal hazard at Road on 2024-05-24 around 11:12, my answer for authority to contact is: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV313
ANS002252,Q002252_hi,NAR000243_EN,hi,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, authority to contact ke liye mera jawab hai: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV313
ANS002253,Q002253_hiLatn,NAR000243_EN,hi-Latn,"stray animal hazard Road par 2024-05-24 ko 11:12 ke aas-paas, authority to contact ke liye mera answer hai: police.",police,category,authority_to_contact,police,certain,True,False,False,0.55,0.87,True,REV313
ANS002254,Q002254_en,NAR000244_EN,en,"For the ransomware attack at Shop on 2024-05-25 around 20:44, my answer for digital evidence is: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV767
