evaluation_id,case_id,evaluator_id,evaluator_role,classification_correctness,entity_extraction_correctness,event_extraction_correctness,timeline_correctness,missing_question_relevance,question_clarity,question_sensitivity,summary_completeness,summary_factuality,hallucination_present,legal_source_relevance,citation_correctness,overall_clarity,professional_usefulness,user_usefulness,comments,evaluation_date
HEVAL000245,GOUT000107_EN,EVAL_ORDINARY_USER_010,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 245: Summary is understandable for the ransomware attack matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000246,GOUT000107_EN,EVAL_LEGAL_REVIEWER_010,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 246: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000247,GOUT000108_EN,EVAL_NLP_011,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 247: Employment/Labour label for breach of employment contract is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents.",2026-07-20
HEVAL000248,GOUT000108_EN,EVAL_ORDINARY_USER_011,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 248: Summary is understandable for the breach of employment contract matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000249,GOUT000108_EN,EVAL_LEGAL_REVIEWER_011,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 249: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000250,GOUT000109_EN,EVAL_NLP_012,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 250: Employment/Labour label for safe working conditions violation is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: wage_or_benefit_amount.",2026-07-20
HEVAL000251,GOUT000109_EN,EVAL_ORDINARY_USER_012,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 251: Summary is understandable for the safe working conditions violation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000252,GOUT000109_EN,EVAL_LEGAL_REVIEWER_012,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 252: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000253,GOUT000113_EN,EVAL_NLP_013,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 253: Traffic & Road Incidents label for drunk driving accident is consistent; 2 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details, property_damage | optional: traffic_obstruction.",2026-07-20
HEVAL000254,GOUT000113_EN,EVAL_ORDINARY_USER_013,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 254: Summary is understandable for the drunk driving accident matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000255,GOUT000113_EN,EVAL_LEGAL_REVIEWER_013,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 255: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000256,GOUT000114_EN,EVAL_NLP_014,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 256: Traffic & Road Incidents label for traffic signal violation dispute is consistent; 2 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details.",2026-07-20
HEVAL000257,GOUT000114_EN,EVAL_ORDINARY_USER_014,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 257: Summary is understandable for the traffic signal violation dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000258,GOUT000114_EN,EVAL_LEGAL_REVIEWER_014,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 258: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000259,GOUT000116_EN,EVAL_NLP_015,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 259: Miscellaneous label for public nuisance dispute is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact.",2026-07-20
HEVAL000260,GOUT000116_EN,EVAL_ORDINARY_USER_015,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 260: Summary is understandable for the public nuisance dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000261,GOUT000116_EN,EVAL_LEGAL_REVIEWER_015,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 261: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000262,GOUT000117_EN,EVAL_NLP_016,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 262: Financial Fraud label for cheque forgery is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: institution_notified.",2026-07-20
HEVAL000263,GOUT000117_EN,EVAL_ORDINARY_USER_016,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 263: Summary is understandable for the cheque forgery matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000264,GOUT000117_EN,EVAL_LEGAL_REVIEWER_016,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 264: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000265,GOUT000118_EN,EVAL_NLP_017,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 265: Cybercrime label for social media hacking is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: financial_loss, suspect_or_sender_identity, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000266,GOUT000118_EN,EVAL_ORDINARY_USER_017,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 266: Summary is understandable for the social media hacking matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000267,GOUT000118_EN,EVAL_LEGAL_REVIEWER_017,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 267: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000268,GOUT000119_EN,EVAL_NLP_018,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 268: Theft and robbery label for online phishing theft is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: ownership_information | missing: force_or_threat_used.",2026-07-20
HEVAL000269,GOUT000119_EN,EVAL_ORDINARY_USER_018,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 269: Summary is understandable for the online phishing theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000270,GOUT000119_EN,EVAL_LEGAL_REVIEWER_018,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 270: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000271,GOUT000121_EN,EVAL_NLP_019,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 271: Assault & Threats label for domestic dispute is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description, injury_details | optional: alleged_offender_identity, safe_place_available, medical_help_status.",2026-07-20
HEVAL000272,GOUT000121_EN,EVAL_ORDINARY_USER_019,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 272: Summary is understandable for the domestic dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000273,GOUT000121_EN,EVAL_LEGAL_REVIEWER_019,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 273: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000274,GOUT000123_EN,EVAL_NLP_020,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 274: Financial Fraud label for loan approval scam is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: institution_notified.",2026-07-20
HEVAL000275,GOUT000123_EN,EVAL_ORDINARY_USER_020,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 275: Summary is understandable for the loan approval scam matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000276,GOUT000123_EN,EVAL_LEGAL_REVIEWER_020,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 276: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000277,GOUT000124_EN,EVAL_NLP_021,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 277: Theft and robbery label for chain snatching is consistent; 3 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: missing: ownership_information | optional: suspect_description.",2026-07-20
HEVAL000278,GOUT000124_EN,EVAL_ORDINARY_USER_021,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 278: Summary is understandable for the chain snatching matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000279,GOUT000124_EN,EVAL_LEGAL_REVIEWER_021,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 279: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000280,GOUT000125_EN,EVAL_NLP_022,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 280: Cybercrime label for phishing scam is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000281,GOUT000125_EN,EVAL_ORDINARY_USER_022,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 281: Summary is understandable for the phishing scam matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000282,GOUT000125_EN,EVAL_LEGAL_REVIEWER_022,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 282: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000283,GOUT000126_EN,EVAL_NLP_023,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 283: Cybercrime label for ransomware attack is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000284,GOUT000126_EN,EVAL_ORDINARY_USER_023,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 284: Summary is understandable for the ransomware attack matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000285,GOUT000126_EN,EVAL_LEGAL_REVIEWER_023,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 285: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000286,GOUT000127_EN,EVAL_NLP_024,NLP,4,4,4,5,4,4,5,4,5,False,4,4,4,4,4,"NLP review 286: Traffic & Road Incidents label for hit and run collision is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: vehicle_details | optional: offending_vehicle_left.",2026-07-20
HEVAL000287,GOUT000127_EN,EVAL_ORDINARY_USER_024,ordinary user,4,4,4,4,5,5,5,4,5,False,3,3,4,3,5,User review 287: Summary is understandable for the hit and run collision matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000288,GOUT000127_EN,EVAL_LEGAL_REVIEWER_024,legal reviewer,4,4,4,5,5,4,5,4,5,False,4,4,4,5,4,"Legal review 288: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000289,GOUT000128_EN,EVAL_NLP_001,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 289: Family Law label for guardianship dispute is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: optional: case_or_order_status, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern.",2026-07-20
HEVAL000290,GOUT000128_EN,EVAL_ORDINARY_USER_001,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 290: Summary is understandable for the guardianship dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000291,GOUT000128_EN,EVAL_LEGAL_REVIEWER_001,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 291: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000292,GOUT000129_EN,EVAL_NLP_002,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 292: Traffic & Road Incidents label for traffic signal violation dispute is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details | optional: offending_vehicle_left.",2026-07-20
HEVAL000293,GOUT000129_EN,EVAL_ORDINARY_USER_002,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 293: Summary is understandable for the traffic signal violation dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000294,GOUT000129_EN,EVAL_LEGAL_REVIEWER_002,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 294: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000295,GOUT000130_EN,EVAL_NLP_003,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 295: Property Disputes label for tenant-landlord conflict is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents, current_possession.",2026-07-20
HEVAL000296,GOUT000130_EN,EVAL_ORDINARY_USER_003,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 296: Summary is understandable for the tenant-landlord conflict matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000297,GOUT000130_EN,EVAL_LEGAL_REVIEWER_003,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 297: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000298,GOUT000133_EN,EVAL_NLP_004,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 298: Cybercrime label for ransomware attack is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, suspect_or_sender_identity, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000299,GOUT000133_EN,EVAL_ORDINARY_USER_004,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 299: Summary is understandable for the ransomware attack matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000300,GOUT000133_EN,EVAL_LEGAL_REVIEWER_004,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 300: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000301,GOUT000136_EN,EVAL_NLP_005,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 301: Cybercrime label for online banking fraud is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000302,GOUT000136_EN,EVAL_ORDINARY_USER_005,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 302: Summary is understandable for the online banking fraud matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000303,GOUT000136_EN,EVAL_LEGAL_REVIEWER_005,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 303: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000304,GOUT000138_EN,EVAL_NLP_006,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 304: Consumer Disputes label for false advertising and misrepresentation is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | missing: payment_information | optional: evidence_available.",2026-07-20
HEVAL000305,GOUT000138_EN,EVAL_ORDINARY_USER_006,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 305: Summary is understandable for the false advertising and misrepresentation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000306,GOUT000138_EN,EVAL_LEGAL_REVIEWER_006,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 306: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000307,GOUT000139_EN,EVAL_NLP_007,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 307: Family Law label for divorce proceedings conflict is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern.",2026-07-20
HEVAL000308,GOUT000139_EN,EVAL_ORDINARY_USER_007,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 308: Summary is understandable for the divorce proceedings conflict matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000309,GOUT000139_EN,EVAL_LEGAL_REVIEWER_007,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 309: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000310,GOUT000141_EN,EVAL_NLP_008,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 310: Domestic Violence label for emotional and verbal abuse is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available | missing: injury_or_medical_need.",2026-07-20
HEVAL000311,GOUT000141_EN,EVAL_ORDINARY_USER_008,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 311: Summary is understandable for the emotional and verbal abuse matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000312,GOUT000141_EN,EVAL_LEGAL_REVIEWER_008,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 312: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000313,GOUT000143_EN,EVAL_NLP_009,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 313: Cybercrime label for cyberstalking is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000314,GOUT000143_EN,EVAL_ORDINARY_USER_009,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 314: Summary is understandable for the cyberstalking matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000315,GOUT000143_EN,EVAL_LEGAL_REVIEWER_009,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 315: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000316,GOUT000144_EN,EVAL_NLP_010,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 316: Consumer Disputes label for refusal of service refund is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service.",2026-07-20
HEVAL000317,GOUT000144_EN,EVAL_ORDINARY_USER_010,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 317: Summary is understandable for the refusal of service refund matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000318,GOUT000144_EN,EVAL_LEGAL_REVIEWER_010,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 318: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000319,GOUT000145_EN,EVAL_NLP_011,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 319: Theft and robbery label for vehicle theft is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: missing: ownership_information | optional: suspect_description.",2026-07-20
HEVAL000320,GOUT000145_EN,EVAL_ORDINARY_USER_011,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 320: Summary is understandable for the vehicle theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000321,GOUT000145_EN,EVAL_LEGAL_REVIEWER_011,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 321: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000322,GOUT000146_EN,EVAL_NLP_012,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 322: Consumer Disputes label for overcharging and hidden fees is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | optional: evidence_available.",2026-07-20
HEVAL000323,GOUT000146_EN,EVAL_ORDINARY_USER_012,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 323: Summary is understandable for the overcharging and hidden fees matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000324,GOUT000146_EN,EVAL_LEGAL_REVIEWER_012,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 324: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000325,GOUT000147_EN,EVAL_NLP_013,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 325: Miscellaneous label for lost item reporting is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: risk_to_public | optional: authority_to_contact.",2026-07-20
HEVAL000326,GOUT000147_EN,EVAL_ORDINARY_USER_013,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 326: Summary is understandable for the lost item reporting matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
